Positions,P-Value
16671,6.965689650225974e-29
16672,3.7809602221250363e-19
16673,2.3436787358905242e-19
16674,7.703831287333301e-18
16675,1.6130621426811263e-55
16676,6.167285666283011e-20
16677,1.3344003216447933e-19
16678,4.017335142263342e-19
16679,1.2845848389486762e-18
16680,1.2918058572182183e-17
16681,5.437054481063704e-19
16682,2.1478792718875635e-17
16683,1.3119515246256766e-18
16684,1.0717420457246947e-18
16685,4.701544108640439e-18
16686,1.8905358036898986e-18
16687,5.4753382760674e-172
16688,2.448886832217382e-18
16689,4.8034557686191345e-18
16690,5.402595639444764e-19
16691,2.211804757661242e-19
16692,1.5073121135475204e-17
16693,2.0486936745503994e-19
16694,2.6464365595326465e-19
16695,1.7406305433522393e-18
16696,5.988192989435567e-20
16697,8.46496013145999e-20
16698,4.9920053172857695e-20
16699,4.555946076103669e-16
16700,2.2856954735185674e-17
16701,1.242057817674059e-16
16702,2.2317884472722522e-18
16703,2.1335739306814976e-18
16704,2.879660050920938e-17
16705,5.381377113986679e-19
16706,1.70194781022821e-19
16707,5.500816581100626e-20
16708,2.0992515907797157e-19
16709,4.385614688020325e-19
16710,4.5132681144077154e-17
16711,4.5708762198524546e-18
16712,2.1377245316306916e-18
16713,3.720485822010175e-17
16714,1.0869055550413845e-18
16715,2.8806445739574563e-19
16716,1.5339046023668854e-37
16717,6.73291643010259e-19
16718,2.0007693620861065e-18
16719,2.714695754230512e-16
16720,3.501600339095108e-18
16721,5.4154761322219534e-20
16722,2.8383432660050023e-18
16723,7.419004883320036e-18
16724,6.221198207754529e-18
16725,6.201186296150246e-20
16726,3.3052046300896256e-82
16727,1.0354239814187482e-19
16728,2.1358875957425095e-18
16729,9.482780021039688e-19
16730,2.0571563740036984e-20
16731,5.0892725937654676e-20
16732,1.0355698675020606e-18
16733,5.170340248071261e-23
16734,9.341789386623268e-20
16735,6.847108298307465e-20
16736,1.522969661676881e-20
16737,2.5277940417454398e-18
16738,1.1084911334101403e-18
16739,4.0941809145173184e-19
16740,1.5359571128283015e-19
16741,2.255573452803356e-17
16742,1.9684931630458164e-19
16743,3.675835842438456e-18
16744,4.580605351793562e-43
16745,2.9051030554043523e-18
16746,1.0483227423145905e-18
16747,4.39273536172418e-19
16748,1.9213701663271558e-17
16749,2.782695885930005e-15
16750,8.297120152797027e-15
16751,1.3332454546860898e-14
16752,2.2376426412570605e-13
16753,2.993149637672601e-14
16754,1.0821869539244668e-12
16755,1.9420850351222284e-12
16756,7.081602141369686e-13
16757,2.414607353330137e-13
16758,1.0079785223107539e-13
16759,3.4171798509807034e-13
16760,3.718469783407797e-12
16761,2.8308299696919017e-10
16762,7.486508587895956e-11
16763,1.0709787890296134e-11
16764,2.9673940273757297e-10
16765,3.8993218178862274e-11
16766,7.393601589043871e-12
16767,1.5757914843427865e-10
16768,3.4198845949990003e-10
16769,1.952581067197905e-10
16770,1.8447003968314549e-09
16771,3.5279915611178774e-10
16772,2.0945150264979074e-11
16773,1.294086294136767e-10
16774,3.059324280806219e-11
16775,1.5049031687032053e-10
16776,4.721612628891062e-12
16777,3.9458650477464884e-11
16778,2.1910530351722707e-12
16779,3.6723951443456415e-11
16780,7.91942242060482e-12
16781,2.911809566980965e-12
16782,1.1404334980288547e-09
16783,1.4308425445968332e-10
16784,5.817942660180887e-11
16785,1.0170951522366298e-09
16786,5.872879997838826e-11
16787,2.6639576192814453e-09
16788,4.76793298072805e-10
16789,4.360645485025042e-11
16790,3.499522150499267e-11
16791,5.711382558072102e-10
16792,5.474727936854932e-11
16793,3.1806967142240626e-11
16794,1.5241866586178114e-10
16795,1.3567384329430732e-12
16796,1.2575619244888683e-11
16797,1.2366799939671186e-11
16798,6.313848742071566e-12
16799,3.474596365920252e-11
16800,1.2206455331812102e-10
16801,1.2978444232000568e-11
16802,2.4496742898620434e-11
16803,8.488340692288962e-10
16804,4.084934833881752e-10
16805,3.25451902301361e-07
16806,5.969797438295659e-07
16807,6.642015025253862e-07
16808,9.034401849309829e-07
16809,8.030780460263646e-06
16810,1.466997191435238e-06
16811,1.2716417708095786e-06
16812,1.1934382088125695e-06
16813,8.875988860709145e-07
16814,1.1991373231942666e-05
16815,1.481788539530343e-06
16816,1.5510252726921052e-06
16817,1.0764015827435755e-06
16818,1.0374953895357682e-06
16819,2.406010742239404e-05
16820,1.5188997464822625e-05
16821,5.856517126731413e-06
16822,2.016843252780834e-06
16823,2.1801005983055955e-06
16824,3.565617688329923e-08
16825,1.334603989894998e-06
16826,1.4867735499049134e-06
16827,2.3733464038161742e-05
16828,5.902071382772134e-07
16829,5.902071382772121e-07
16830,3.893672619289356e-06
16831,1.1172652239294326e-06
16832,1.1693630637230306e-06
16833,2.070050613528099e-06
16834,2.3086441944778376e-07
16835,2.698846795549406e-07
16836,1.9327205780171105e-07
16837,2.2834673685555746e-07
16838,1.9193418258336102e-07
16839,1.0902712559568715e-07
16840,2.170298629179901e-07
16841,2.693005606121319e-07
16842,2.377141312435195e-06
16843,5.513733795246307e-07
16844,4.84915216070774e-07
16845,4.475681958473988e-07
16846,2.663647703140936e-06
16847,2.3224331106392948e-07
16848,4.439771553152526e-09
16849,3.871703974421286e-07
16850,4.4562706321274354e-07
16851,4.4421547065049274e-07
16852,5.300587117422811e-06
16853,3.95151412334021e-06
16854,1.462214518165907e-05
16855,1.0598877904595088e-06
16856,5.573102333101188e-07
16857,1.1505065359942845e-06
16858,1.5273490051900013e-06
16859,1.8362855006698421e-06
16860,1.3013558847040788e-06
16861,9.613770648224906e-06
16862,1.3207460578803199e-06
16863,1.1021893872872494e-06
16864,2.7416781806786434e-65
16865,6.741988623033602e-07
16866,9.59356268018128e-07
16867,1.1930937906360042e-06
16868,9.240175264729284e-07
16869,2.1416941722623958e-08
16870,3.954682577918804e-06
16871,1.8778623944153028e-06
16872,6.761008129082834e-08
16873,3.7143130143016934e-06
16874,2.793624413459639e-06
16875,2.7782901950747424e-06
16876,2.60729493265474e-06
16877,1.2146736688771087e-05
16878,1.8251601798137553e-06
16879,1.0714305932435167e-05
16880,1.7111306275244007e-06
16881,4.9102569462602175e-06
16882,1.275088898069239e-06
16883,3.727546176422337e-05
16884,1.3580449086197102e-05
16885,9.238659236278976e-06
16886,1.646639874571705e-06
16887,3.1138454755443284e-61
16888,1.6187068661906175e-06
16889,4.765303591142625e-06
16890,9.485229529335512e-07
16891,1.1584810088106999e-05
16892,8.887764200716381e-07
16893,1.270670187217344e-06
16894,7.210349060108261e-07
16895,7.210349060108261e-07
16896,3.415778874011652e-07
16897,6.4226614946373e-07
16898,3.177465445834872e-07
16899,3.177465445834872e-07
16900,8.616009220221404e-06
16901,3.6889670975907816e-07
16902,4.1946280823256565e-07
16903,3.609141536607441e-07
16904,5.27515966022482e-07
16905,4.5843270257167165e-06
16906,2.783700580656258e-07
16907,2.647697652362829e-07
16908,1.1261681565994264e-06
16909,7.536070411671467e-07
16910,2.432239240630696e-07
16911,8.278138052551315e-07
16912,3.1849372825859907e-07
16913,3.394740463426819e-07
16914,1.3178473666072424e-06
16915,1.873278934866564e-07
16916,8.395920907156321e-07
16917,1.2812279401015796e-06
16918,1.591476245575388e-06
16919,8.998800010320215e-07
16920,9.970581022131275e-07
16921,9.91460995759882e-07
16922,1.3869100426222457e-06
16923,1.050099605778696e-06
16924,9.623830220149623e-07
16925,6.888345440611823e-06
16926,7.2151884831416025e-06
16927,1.0531598841397857e-06
16928,9.61012433915598e-07
16929,4.332352891631597e-05
16930,1.9541693799470808e-05
16931,1.758960299287453e-05
16932,1.3800989465735316e-06
16933,1.3800989465735316e-06
16934,1.916725206891623e-06
16935,2.9705655391600295e-07
16936,1.4272632933344395e-06
16937,1.1123174932319767e-06
16938,3.4404088909102036e-05
16939,6.520106362567885e-07
16940,1.420878586703859e-06
16941,1.3521055186857607e-06
16942,1.0993462279518834e-06
16943,1.9638010759994108e-07
16944,1.3654851139663078e-05
16945,1.4109227649485295e-05
16946,2.3651338404741354e-05
16947,2.505927940223562e-06
16948,1.270293884260697e-05
16949,1.5966655702934883e-05
16950,3.037645742794569e-06
16951,2.161918303806239e-06
16952,5.191432950521459e-07
16953,1.0542072502705118e-05
16954,5.3407149277370107e-14
16955,2.2510463619146428e-06
16956,1.551979345213687e-05
16957,6.585247851754579e-08
16958,2.1073183227137247e-06
16959,1.312887471439023e-06
16960,4.314737445276787e-06
16961,1.5671254452147655e-06
16962,7.772872088806253e-06
16963,8.435060982007524e-07
16964,1.0221186916581684e-06
16965,1.4060802283486511e-05
16966,1.0221186916581684e-06
16967,1.2527272526520738e-06
16968,2.9435344522851345e-06
16969,6.794719158059466e-06
16970,2.8277056097732295e-10
16971,1.4000547214197449e-05
16972,1.7958867481461674e-06
16973,1.8576977461245334e-06
16974,1.560106350557147e-06
16975,6.1630132951815e-15
16976,1.5148420106972278e-06
16977,1.550120564238428e-05
16978,2.1528305483989337e-06
16979,7.582611158535974e-05
16980,2.6506720446163347e-06
16981,9.154779823941653e-06
16982,2.596944327841506e-06
16983,5.468152257494971e-06
16984,3.6904288536697424e-06
16985,2.6638188857729848e-05
16986,2.676125443431925e-18
16987,2.8211207570028395e-06
16988,2.61963392048177e-06
16989,3.145473189258691e-05
16990,3.6801784549385265e-05
16991,3.918048856554543e-06
16992,3.7452864625391934e-06
16993,3.2997165809736725e-05
16994,3.918048856554528e-06
16995,5.453371299265407e-05
16996,3.82705046202156e-06
16997,1.6428436729362275e-05
16998,1.74925384973934e-06
16999,1.6191026949450583e-05
17000,1.7519076773198285e-05
17001,2.8077166070924757e-06
17002,2.1301246537096986e-05
17003,2.807716607092465e-06
17004,7.820535410584972e-07
17005,2.5080587169367015e-06
17006,2.4531075224657278e-06
17007,7.301387225725868e-09
17008,1.730170673913847e-05
17009,5.844069709952453e-05
17010,2.6471243610756504e-05
17011,2.47460101284881e-06
17012,1.1752296614000271e-07
17013,1.2466231608991736e-05
17014,2.043990621626811e-13
17015,7.282917989235769e-07
17016,1.5248584213953222e-06
17017,1.2107197842122426e-07
17018,9.475661450135484e-08
17019,0.0
17020,1.8430099507861378e-07
17021,1.428725623285701e-07
17022,1.140183311749134e-06
17023,6.525658964317224e-09
17024,1.3366084142460375e-07
17025,1.6551520229092006e-06
17026,1.7994532089566718e-07
17027,2.1776933758112565e-06
17028,6.623600569365182e-07
17029,4.1290981285900456e-07
17030,5.333123080267901e-08
17031,5.333123080267901e-08
17032,2.9262911860747886e-06
17033,5.62424464570686e-08
17034,1.4326587490381293e-08
17035,1.0974188964249942e-07
17036,1.1709477116977105e-07
17037,2.436960206195171e-07
17038,2.1966606655781813e-07
17039,2.8973206818931096e-06
17040,0.0
17041,2.176893187057705e-07
17042,1.531654293645014e-08
17043,1.733136394625118e-06
17044,3.684805375469429e-07
17045,3.8073622301539407e-23
17046,3.684805375469429e-07
17047,3.684805375469429e-07
17048,1.6243206235376108e-06
17049,1.0933944632408042e-06
17050,7.899099453246315e-06
17051,5.775429892267032e-08
17052,3.7413025209840404e-07
17053,8.64201645197618e-07
17054,1.1698551801775371e-06
17055,4.573713205152889e-06
17056,6.828894032535471e-06
17057,6.170316175905138e-07
17058,2.696330669166662e-08
17059,7.218178520586444e-08
17060,1.2202368431982829e-07
17061,9.656942986843448e-08
17062,2.2715385827398845e-09
17063,1.3971490935088451e-06
17064,8.529220179416541e-07
17065,1.4176017041787958e-06
17066,2.9443762689686373e-06
17067,9.118937898620116e-06
17068,1.4888757645684887e-06
17069,1.1711083187830667e-06
17070,1.7212454888570357e-06
17071,1.1296816394158595e-06
17072,1.7222618168472866e-06
17073,5.390522143795076e-07
17074,3.531861779652208e-07
17075,5.232591773036954e-08
17076,4.484740416341855e-06
17077,5.232591773036954e-08
17078,5.232591773036954e-08
17079,2.613807394450899e-07
17080,5.232591773036954e-08
17081,1.1511374722686274e-07
17082,9.769452409702268e-07
17083,9.92376915123817e-09
17084,4.312715026494188e-09
17085,1.4912147148097843e-08
17086,3.5488936403186463e-09
17087,3.5488936403186463e-09
17088,1.0973689723586183e-10
17089,5.645534206694537e-10
17090,3.1736576804355447e-10
17091,7.974044477266179e-10
17092,7.974044477266121e-10
17093,7.974044477266121e-10
17094,1.0164949796382379e-09
17095,1.3512911785193596e-10
17096,1.3512911785193596e-10
17097,2.5775767321758246e-11
17098,2.039948947104869e-10
17099,1.9424318853418575e-11
17100,7.893206311869963e-10
17101,1.9424318853418575e-11
17102,1.4942119008395306e-11
17103,5.393508127234933e-10
17104,2.7043697707197035e-10
17105,5.773755262397783e-11
17106,1.7761873992523096e-11
17107,8.078273515172266e-11
17108,3.823167530583087e-09
17109,6.574215717555745e-10
17110,1.1632537876449089e-09
17111,2.471407568303411e-10
17112,4.601418297104522e-11
17113,9.971342836635351e-11
17114,3.226963664130589e-10
17115,5.968338890000825e-10
17116,6.563696462413993e-10
17117,2.2235675802356617e-10
17118,4.350335998214982e-11
17119,1.870786792919854e-07
17120,2.883616270041627e-10
17121,2.6114010815412407e-09
17122,6.891481751531422e-29
17123,3.5006948408760325e-09
17124,7.026051478625701e-09
17125,7.219061312433305e-17
17126,3.332288897082364e-08
17127,4.635172672133652e-10
17128,1.524331817535011e-09
17129,4.078546421435916e-09
17130,2.0293296407224026e-09
17131,1.8533349260800141e-09
17132,1.853334926080007e-09
17133,1.0023305696390277e-09
17134,4.0094497163852374e-07
17135,2.085583523420208e-10
17136,3.922789723648555e-07
17137,2.0544521334909977e-08
17138,1.0045294647100828e-08
17139,8.527683086960669e-10
17140,1.980457434048414e-07
17141,2.054452133490993e-08
17142,8.000068746063062e-07
17143,2.054452133490993e-08
17144,1.242925972709405e-08
17145,7.186107266135793e-11
17146,3.101006028499638e-09
17147,9.137487719108827e-10
17148,1.5150875357403108e-08
17149,3.121921112309011e-09
17150,4.960446052554878e-10
17151,4.960446052554879e-10
17152,1.6784621201644296e-10
17153,7.089327275238454e-09
17154,7.089327275238479e-09
17155,1.1179470854541902e-09
17156,9.754501137051327e-09
17157,7.43566994193884e-09
17158,7.860209910950619e-10
17159,8.71160091227634e-11
17160,9.900592194520588e-11
17161,1.2030585816906851e-11
17162,2.1442695976803295e-11
17163,3.9654696247247707e-10
17164,2.129862121351427e-10
17165,1.291967113076609e-10
17166,2.359840220584611e-13
17167,5.6738119561380556e-11
17168,5.6738119561380556e-11
17169,5.673811956138034e-11
17170,5.6738119561380556e-11
17171,5.6738119561380556e-11
17172,1.0463745826774871e-11
17173,5.6738119561380556e-11
17174,1.9525140755265257e-09
17175,5.101668762116042e-10
17176,1.4178440795123649e-08
17177,5.075873427731449e-10
17178,4.704061226548205e-11
17179,4.704061226548205e-11
17180,7.031495553467233e-10
17181,1.6794885104565378e-11
17182,1.2007273005152272e-10
17183,3.0709535736277193e-10
17184,2.6779284468678107e-09
17185,1.6750519894843123e-09
17186,3.0709535736277307e-10
17187,3.323201501674688e-10
17188,7.031495553467233e-10
17189,7.031495553467233e-10
17190,3.0709535736277307e-10
17191,3.0709535736277193e-10
17192,6.15220353915985e-09
17193,4.877180973523948e-12
17194,4.704061226548205e-11
17195,4.704061226548205e-11
17196,6.382402058069874e-11
17197,2.2255025642823778e-10
17198,4.704061226548205e-11
17199,1.2677866629760474e-09
17200,8.719784625514397e-11
17201,8.055821787696748e-12
17202,3.088759598475018e-10
17203,5.1870421340466664e-12
17204,9.68414829146561e-11
17205,2.482197369822368e-11
17206,1.981554989975845e-14
17207,5.1870421340466664e-12
17208,1.7208720133632906e-10
17209,5.1870421340466664e-12
17210,2.2059634547713495e-11
17211,6.277233801009617e-16
17212,2.2059634547713495e-11
17213,3.278229683777134e-10
17214,4.845847936928207e-12
17215,2.2059634547713495e-11
17216,2.2059634547713495e-11
17217,5.485306427692201e-11
17218,8.960889035282929e-10
17219,7.738961979083519e-10
17220,5.485306427692201e-11
17221,5.485306427692201e-11
17222,1.756401261204615e-09
17223,4.324197420572426e-09
17224,1.3101475962467582e-10
17225,1.3101475962467582e-10
17226,1.3101475962467582e-10
17227,1.3101475962467582e-10
17228,1.3101475962467582e-10
17229,8.960889035282993e-10
17230,7.500673257576935e-11
17231,3.1810696896441456e-12
17232,8.344377572236336e-12
17233,8.344377572236336e-12
17234,1.9714233289676834e-11
17235,3.181069689644122e-12
17236,1.251694144740294e-174
17237,3.488595575206158e-13
17238,3.4885955752061837e-13
17239,1.1609431533377096e-12
17240,5.111466978152396e-12
17241,2.778972526049936e-11
17242,7.358244536145747e-13
17243,1.733343145797421e-11
17244,1.2126254297526102e-11
17245,1.2448902760151043e-10
17246,2.658986238195568e-11
17247,7.877743998917805e-12
17248,3.2953374835527383e-12
17249,1.0685408936129713e-12
17250,4.592659318386297e-10
17251,7.877743998917865e-12
17252,2.8986969248148296e-11
17253,3.4797108088799906e-10
17254,5.111466978152396e-12
17255,5.157534881254834e-12
17256,1.330988403597421e-11
17257,2.0712258804335723e-11
17258,8.302831947461414e-11
17259,0.0
17260,2.7749360359969885e-13
17261,6.038567987694669e-12
17262,1.1061979084205424e-12
17263,3.957891490794694e-13
17264,3.957891490794694e-13
17265,1.2234930141592342e-12
17266,7.439502848748993e-11
17267,1.7617537922256152e-12
17268,1.7092364655114668e-12
17269,3.9578914907946646e-13
17270,1.426317859706426e-13
17271,4.141748767092252e-12
17272,8.821622397020654e-15
17273,8.821622397020654e-15
17274,1.0700345708869816e-13
17275,8.821622397020654e-15
17276,6.698669295575577e-15
17277,1.8074335956923284e-15
17278,6.216041006744235e-13
17279,1.8074335956923414e-15
17280,9.409220277653714e-15
17281,6.698669295575577e-15
17282,4.142642269690327e-14
17283,4.1426422696902954e-14
17284,4.1426422696902954e-14
17285,2.3446202774626967e-12
17286,1.7929975711839324e-12
17287,5.026390892048838e-13
17288,5.827626679220415e-11
17289,1.8949036843082376e-12
17290,3.2173287856857554e-11
17291,1.8949036843082376e-12
17292,8.279848726343521e-13
17293,8.279848726343521e-13
17294,2.986470709044565e-12
17295,5.5508333017225366e-12
17296,5.5508333017225366e-12
17297,4.754690676334353e-11
17298,6.177865099339208e-12
17299,4.066841702518776e-11
17300,4.638170579310127e-10
17301,2.727548194644697e-11
17302,1.7105439521658518e-10
17303,2.045171857796545e-13
17304,3.006459573208737e-10
17305,7.703214720391231e-13
17306,2.2659755357383443e-12
17307,1.3961235455021639e-13
17308,1.3961235455021639e-13
17309,1.3961235455021737e-13
17310,6.418094847562726e-13
17311,2.3211026826875346e-13
17312,9.387006797236415e-14
17313,9.387006797236484e-14
17314,2.8499573726022922e-11
17315,9.713560456467738e-13
17316,5.036545452987512e-13
17317,4.6689523900946e-13
17318,2.463620650725065e-14
17319,1.7665713354522614e-11
17320,2.9085641014138656e-12
17321,1.1888400542380775e-12
17322,3.0608848062333174e-12
17323,2.637623695356381e-11
17324,1.6835506417235371e-12
17325,1.8010572544533547e-13
17326,1.4461149374322613e-14
17327,2.0176851666096397e-14
17328,1.1121820700213885e-12
17329,8.339771839940296e-14
17330,3.204292700324828e-14
17331,2.615734948243817e-24
17332,4.3927510049737276e-13
17333,1.527981335945634e-13
17334,4.8259784747434394e-12
17335,2.4927882830388436e-15
17336,1.1936381617211444e-14
17337,2.8520137118920574e-29
17338,2.149416392754333e-14
17339,6.606276031382245e-16
17340,1.0003573453979831e-15
17341,5.206299401747917e-15
17342,1.7616671421921999e-15
17343,1.0103512138728653e-13
17344,1.7094809559704273e-14
17345,1.9110234268813307e-13
17346,5.804878137197692e-10
17347,4.674152356913308e-08
17348,1.94605733107676e-09
17349,6.530572435463645e-09
17350,6.53057243546367e-09
17351,6.530572435463645e-09
17352,1.25807487473379e-08
17353,6.530572435463645e-09
17354,6.530572435463645e-09
17355,6.530572435463645e-09
17356,8.099324103441455e-09
17357,8.099324103441455e-09
17358,9.374724070900131e-08
17359,8.109850249935383e-09
17360,8.109850249935383e-09
17361,8.355501258032726e-08
17362,4.7586564385087556e-08
17363,9.61599667426182e-08
17364,1.9642831519500376e-07
17365,8.099324103441486e-09
17366,8.109850249935383e-09
17367,8.109850249935383e-09
17368,4.582179989649727e-08
17369,2.677818722160055e-09
17370,3.3398443853096686e-09
17371,2.4635104374138594e-08
17372,8.460616022288611e-10
17373,5.773113611857269e-09
17374,2.594795944049669e-10
17375,3.859509150640304e-09
17376,2.594795944049669e-10
17377,2.594795944049669e-10
17378,2.594795944049669e-10
17379,6.779449929319521e-09
17380,2.594795944049669e-10
17381,8.938739797686063e-11
17382,2.5908372187640654e-13
17383,8.938739797686063e-11
17384,8.938739797686063e-11
17385,8.938739797686063e-11
17386,8.938739797686063e-11
17387,8.938739797686063e-11
17388,5.01259182419946e-10
17389,1.1015036474373086e-10
17390,3.4940504164951346e-09
17391,7.024095256643832e-09
17392,4.007143188811381e-08
17393,4.007143188811381e-08
17394,2.9603159103933336e-08
17395,2.486365571045149e-08
17396,1.1025378116195163e-07
17397,3.542597472915739e-06
17398,1.1025378116195205e-07
17399,1.0791609249772735e-06
17400,6.668236120483863e-07
17401,6.935468067920243e-07
17402,2.591657975933519e-09
17403,4.4107409559175294e-14
17404,1.1025378116195205e-07
17405,1.1025378116195205e-07
17406,2.5070643965501614e-07
17407,1.532532850824405e-08
17408,9.863175744759378e-08
17409,9.863175744759419e-08
17410,0.0
17411,6.1693214848818115e-09
17412,2.231353242840805e-08
17413,2.2313532428408096e-08
17414,2.2313532428408096e-08
17415,5.661960775578774e-11
17416,1.7632680249394287e-10
17417,2.7021982151836247e-11
17418,2.7210944618953556e-11
17419,2.1160631553278442e-08
17420,2.1160631553278442e-08
17421,6.827409909120694e-08
17422,6.827409909120694e-08
17423,3.473910220205451e-07
17424,3.3464857378909437e-07
17425,3.309177119393894e-07
17426,4.7523857433343174e-07
17427,1.2764371716253198e-27
17428,3.219067581436947e-07
17429,1.5991958794168046e-07
17430,1.2844580506272455e-07
17431,5.82545639914753e-06
17432,7.172760390131961e-07
17433,2.7674563576004326e-06
17434,3.562188519163128e-07
17435,3.562188519163128e-07
17436,3.533843742010266e-06
17437,2.1673233660073603e-07
17438,3.562188519163128e-07
17439,4.242534317957264e-06
17440,4.070275783727969e-09
17441,8.501967483905696e-09
17442,3.110554141423944e-07
17443,4.412982850488759e-07
17444,1.0060537484463373e-07
17445,7.832313626919513e-08
17446,2.8960847558312997e-08
17447,3.9089356826708214e-08
17448,1.5848967740998619e-12
17449,3.622996644747977e-07
17450,3.38036902979822e-08
17451,2.9918369755107637e-08
17452,3.38036902979822e-08
17453,5.8247109280921703e-08
17454,5.394924326614382e-11
17455,2.174838601584426e-08
17456,1.2637294394760579e-08
17457,9.018477178453752e-08
17458,1.5258687575504758e-08
17459,1.9855005329712845e-08
17460,1.0485637397414105e-08
17461,1.6698399362266743e-08
17462,1.9855005329712845e-08
17463,7.26026689480076e-07
17464,4.575391666208551e-08
17465,1.290028506556813e-08
17466,1.9078697908899736e-07
17467,2.470519422488464e-07
17468,3.833417597134573e-08
17469,7.084490030703535e-08
17470,2.036639018491811e-07
17471,1.532542841506083e-07
17472,1.8017559352900256e-07
17473,1.737737534215195e-07
17474,3.1355808130579487e-07
17475,4.1527404104802474e-07
17476,1.2137681905888714e-08
17477,3.8194925703129814e-07
17478,8.483870924935659e-07
17479,3.172405951888261e-07
17480,7.137369472388368e-08
17481,1.8414839821321927e-07
17482,3.89222461404135e-07
17483,2.4262114983410974e-07
17484,1.6690498836496213e-07
17485,9.371057906919962e-08
17486,3.486534195014018e-07
17487,8.499128547928394e-07
17488,1.9834107246697762e-08
17489,1.2673132249721859e-07
17490,2.4087616433737465e-08
17491,9.355508215131981e-08
17492,3.339274156023973e-08
17493,1.4770460190354446e-08
17494,3.339274156023973e-08
17495,4.6080061529749496e-08
17496,9.46045146473363e-13
17497,2.8409436189048314e-08
17498,5.698144992412033e-08
17499,2.634556725208975e-09
17500,3.064848076686425e-08
17501,4.954402996933754e-08
17502,1.6451166010382644e-07
17503,5.0697494213794986e-08
17504,2.6181010365575414e-08
17505,2.1637497324928345e-07
17506,3.750978864120235e-08
17507,1.2348916895171577e-08
17508,1.2348916895171577e-08
17509,1.1324459837206146e-08
17510,1.13244598372061e-08
17511,6.196916016902838e-07
17512,3.751276142796721e-08
17513,2.939275392496295e-07
17514,5.70404342290332e-08
17515,1.203864500158901e-07
17516,1.994353170825368e-08
17517,1.857814047761728e-07
17518,1.155439369601769e-08
17519,1.857814047761739e-07
17520,1.4139221611269598e-07
17521,9.115946717197297e-07
17522,8.519855594291624e-08
17523,5.649736526408951e-07
17524,1.8254615345370658e-06
17525,1.9498680144842492e-07
17526,1.98215219145715e-07
17527,4.758605242784122e-07
17528,4.699356796739342e-10
17529,8.732484608115218e-08
17530,1.2188695447500115e-07
17531,6.03156117211725e-08
17532,1.3073468901595394e-07
17533,1.086078434010042e-08
17534,7.030190266436803e-07
17535,3.977945266157446e-06
17536,8.864179722572317e-07
17537,1.4285594340848053e-06
17538,7.670241743980128e-07
17539,3.6306043862176913e-06
17540,2.2335367150107327e-07
17541,1.8007605092724674e-06
17542,6.361359401854056e-07
17543,2.6495569794370846e-06
17544,6.361359401854056e-07
17545,2.328332409342982e-07
17546,2.6495569794370846e-06
17547,3.6206015868100665e-06
17548,1.2286358461158764e-06
17549,7.981478263997464e-07
17550,1.531213956663101e-08
17551,4.324708931861946e-06
17552,2.6608791285769555e-06
17553,5.359361151941657e-07
17554,1.871703118967945e-05
17555,3.306953087690652e-06
17556,1.5733090160008766e-06
17557,4.932259758613234e-06
17558,1.610021938609125e-06
17559,4.6671936090230765e-06
17560,1.0380642020134507e-06
17561,5.184309537824784e-06
17562,7.173086086787871e-06
17563,5.730127416746961e-06
17564,5.105143434716348e-06
17565,1.2544546845359247e-07
17566,1.5838993832906833e-05
17567,2.8270669360459024e-07
17568,9.375441382558999e-06
17569,1.034270610049484e-06
17570,1.6001933439313983e-06
17571,2.162255358017635e-06
17572,1.2544800858577669e-08
17573,5.723432096490186e-06
17574,1.3246418344878542e-11
17575,8.53227648692193e-07
17576,9.091710734947379e-07
17577,8.162053235193406e-06
17578,1.3721420082475057e-06
17579,1.942616796167292e-06
17580,2.3008420106460255e-06
17581,1.495212238787597e-06
17582,9.091710734947397e-07
17583,1.4650270245687233e-05
17584,9.904810555677711e-07
17585,7.57778520931908e-06
17586,4.6729080494799075e-07
17587,3.474775672489306e-06
17588,9.904810555677711e-07
17589,7.914788388111733e-07
17590,4.853916998891245e-07
17591,2.0473200540919824e-08
17592,2.088254619594506e-06
17593,7.501144484738642e-08
17594,9.314590313626732e-08
17595,2.825789093382414e-07
17596,1.9605517164070922e-07
17597,3.805974624398415e-08
17598,6.714096474621524e-08
17599,1.659512811247952e-08
17600,9.830794345815631e-09
17601,1.6719154205175237e-09
17602,1.7061086236807963e-08
17603,9.289539594248533e-09
17604,3.112621817418428e-08
17605,2.0323886053996935e-08
17606,2.0323886053996935e-08
17607,3.112621817418428e-08
17608,3.112621817418428e-08
17609,8.867680296657382e-08
17610,4.27399178751163e-07
17611,6.765083815847976e-07
17612,2.1708158467521542e-07
17613,1.132940763609337e-06
17614,4.5133473095454966e-07
17615,0.0
17616,5.711214990683371e-07
17617,6.432826545191667e-08
17618,5.2027670470486524e-08
17619,9.163324603465798e-08
17620,4.7960628072633355e-08
17621,7.04270574710359e-07
17622,7.656681395536941e-07
17623,1.2973420359302594e-07
17624,1.9369612422797091e-07
17625,1.1179621499552034e-06
17626,1.0563817299558328e-15
17627,3.0645236035496147e-07
17628,2.042651700147754e-06
17629,3.0217463837982113e-06
17630,6.654437526584123e-07
17631,1.1546058774092113e-06
17632,5.325492642388613e-06
17633,7.050238110711412e-07
17634,1.9605860489011116e-05
17635,3.884065285479771e-06
17636,6.99003870394109e-07
17637,9.823393795140856e-08
17638,1.900250177452314e-07
17639,5.981125003995947e-06
17640,4.5294604405150875e-07
17641,1.7758877266696834e-09
